user_id,num_review,num_reviewed_business,date_first,date_last,date_avg,num_avg_review,var_review_date,avg_review_star,frequent_star,range_star,var_star,avg_star_subtract_busi_star,avg_words_of_review
KGXSvSNHQ7v8AZ6wvx4p8g,3,3,2015,2015,2015,3.0,0.0,5.0,5,0,0.0,0,67.75
x0VrFb_M48CvQvF3GAjjGQ,2,2,2014,2015,2014,1.0,1.0,5.0,5,0,0.0,0,45.0
ukoOcheuNKav7PEiqEp7Lg,2,2,2014,2015,2014,1.0,1.0,3.0,1,4,8.0,0,68.5
8IsDUZqYHaI5ie7iVGPZvQ,1,1,2015,2015,2015,1.0,0.0,5.0,5,0,0.0,0,53
qR_54kfg0uucaTYz93Q0jg,2,2,2013,2014,2013,1.0,1.0,3.5,2,3,4.5,0,90.5
7r2AwTXLd4v43AsqDJ-LVw,6,6,2015,2015,2015,6.0,0.0,3.5,2,3,9.5,0,116.0
tBbh-ujHmeGJy8jxAl-ebg,32,32,2013,2015,2014,10.6666666667,16.0,3.6875,5,4,58.875,0,281.620058652
I33zrg_3-FwG5FiO3x4vAw,1,1,2015,2015,2015,1.0,0.0,2.0,2,0,0.0,0,45
V8g40uilSXRegraDZ3OBCQ,2,2,2015,2015,2015,2.0,0.0,4.5,4,1,0.5,0,69.0
oZSp2uKrog-t2dDZh1h-hQ,8,8,2014,2014,2014,8.0,0.0,4.125,4,2,4.875,0,34.34375
ZrgoyNBElvOn_2GRZOL0SA,3,3,2010,2011,2010,1.5,2.0,4.33333333333,4,1,0.666666666667,0,58.0
BvvsWwGkWVIjbzcajuo98g,1,1,2015,2015,2015,1.0,0.0,1.0,1,0,0.0,0,67
JqJW2MDtzOa-tQ9m9TzOLQ,1,1,2013,2013,2013,1.0,0.0,5.0,5,0,0.0,0,68
oxXOvyCi5122MyhUOgbUcw,2,2,2015,2015,2015,2.0,0.0,5.0,5,0,0.0,0,25.5
dYC4SlOLZWFHdUdW1do9qA,2,2,2013,2015,2014,0.666666666667,2.0,5.0,5,0,0.0,0,122.5
VdscfoPphQmwctW8XqzTOw,1,1,2013,2013,2013,1.0,0.0,1.0,1,0,0.0,0,197
a7XE03HTLqaWYUhewb6xJA,8,8,2010,2015,2013,1.33333333333,37.0,3.375,4,4,17.875,0,48.7734375
o-Iibv8K6hdoTh_y3I3WsA,1,1,2012,2012,2012,1.0,0.0,1.0,1,0,0.0,0,195
wHB52b5eg8WKFIleT61BuA,10,10,2008,2013,2008,1.66666666667,28.0,4.9,5,1,0.9,0,75.060546875
7WIOdwzL2Yo6oLRBTh7MLg,4,4,2007,2008,2007,2.0,1.0,3.5,2,3,9.0,0,138.5
YTw0hz4Y9z29xtd4axMcNQ,21,21,2009,2012,2010,5.25,28.0,3.28571428571,4,4,20.2857142857,0,100.696066856
7otjzoxDfMiekGrpuW8iPQ,1,1,2013,2013,2013,1.0,0.0,4.0,4,0,0.0,0,116
sHQwGd4vLjvld0OQ5Dvv9g,1,1,2015,2015,2015,1.0,0.0,5.0,5,0,0.0,0,37
Gpw-9DvLekQgKqaVw6ttYg,5,5,2012,2014,2013,1.66666666667,3.0,4.0,5,4,12.0,0,205.75
05gEHmk3XZy4F48xu71D_w,2,2,2014,2014,2014,2.0,0.0,2.5,1,3,4.5,0,258.0
yDRaKzNCQs534yOK2lo0fA,2,2,2015,2015,2015,2.0,0.0,3.5,2,3,4.5,0,35.0
bHxKVGf_8z9fwvbbYJsKFw,2,2,2012,2013,2012,1.0,1.0,5.0,5,0,0.0,0,13.0
a9m5HPodNsrUjvvx1xXVRQ,1,1,2015,2015,2015,1.0,0.0,4.0,4,0,0.0,0,28
gnQheggQ1Tx7XBIomSyy1w,2,2,2014,2014,2014,2.0,0.0,2.5,1,3,4.5,0,76.0
rhTjCpvJkD4VS3VymCQEIw,2,2,2015,2015,2015,2.0,0.0,4.0,4,0,0.0,0,85.0
J4SRgHqZb8ZrjYyplF76nw,2,2,2015,2015,2015,2.0,0.0,5.0,5,0,0.0,0,22.0
OEhjgviQHgwDqsQnCwiIbw,3,3,2011,2013,2011,1.0,4.0,3.66666666667,4,1,0.666666666667,0,41.0
lavllgTOG1BcW_JrT7Gm0w,7,7,2006,2006,2006,7.0,0.0,3.14285714286,3,4,10.8571428571,0,137.15625
5mYlHeh7jCXH_B5xB7f-AQ,7,7,2014,2015,2014,3.5,6.0,5.0,5,0,0.0,0,26.390625
PYBHMq76IMJ_DRqw7er_6w,12,12,2015,2015,2015,12.0,0.0,4.0,4,3,10.0,0,94.6845703125
Qr-30IiNg3NQX8m_I7lTKw,8,8,2010,2011,2010,4.0,2.0,4.0,3,2,6.0,0,32.5
wE36iYIeovzZCG75Wk1Kug,3,3,2014,2014,2014,3.0,0.0,2.33333333333,1,4,10.6666666667,0,149.0
LLZnZ_TOKpZNs7ZDkeWWLg,1,1,2013,2013,2013,1.0,0.0,2.0,2,0,0.0,0,301
6em4F7rDP7inC44HBZAQ3g,1,1,2014,2014,2014,1.0,0.0,5.0,5,0,0.0,0,90
k3rOs87n-g2hrEVhzDB0hA,1,1,2014,2014,2014,1.0,0.0,4.0,4,0,0.0,0,28
WKKF2BFwfD45iQyHc5zAbg,2,2,2010,2010,2010,2.0,0.0,4.0,4,0,0.0,0,49.0
5Z6fEWQsZhE5VL3kBPO5Bg,1,1,2010,2010,2010,1.0,0.0,5.0,5,0,0.0,0,97
DiY9pvQpXeFtRtPt6LjvHQ,1,1,2012,2012,2012,1.0,0.0,5.0,5,0,0.0,0,82
G0_L_rDgmYyLH2RHbgusFw,5,5,2012,2014,2013,1.66666666667,2.0,3.8,5,4,12.8,0,137.6875
e13DDDZe4S_QSX5QJciUlw,1,1,2014,2014,2014,1.0,0.0,2.0,2,0,0.0,0,77
d_LUFsmLBC5d3O8NvglKrw,4,4,2015,2015,2015,4.0,0.0,5.0,5,0,0.0,0,33.0
J2wrbrBws6WiePLEUeX3gA,1,1,2015,2015,2015,1.0,0.0,1.0,1,0,0.0,0,232
6fTgtjdVBPlxMVWHMFHEdQ,3,3,2014,2015,2014,1.5,2.0,3.66666666667,2,3,4.66666666667,0,62.25
KK-Na2QbI7d1oYgkXV2BcA,1,1,2015,2015,2015,1.0,0.0,5.0,5,0,0.0,0,71
06kadzVdjfQpr3UoqBvjrw,1,1,2015,2015,2015,1.0,0.0,1.0,1,0,0.0,0,166
Tl5Azq4MMZSFLbN21NIjEQ,1,1,2015,2015,2015,1.0,0.0,5.0,5,0,0.0,0,23
JSgBNQwqyPURBjlpSlxo6g,1,1,2013,2013,2013,1.0,0.0,1.0,1,0,0.0,0,163
oXuY865XGZMpmBtIrjxYyA,6,6,2008,2014,2009,0.857142857143,26.0,4.5,4,1,1.5,0,349.84375
K8WLt5RelQdrQKjpj0doVg,1,1,2015,2015,2015,1.0,0.0,5.0,5,0,0.0,0,47
_Af3aw2kSAa5wVjNuevszA,13,13,2014,2015,2014,6.5,5.0,3.69230769231,4,4,24.7692307692,0,77.4619140625
4-rGhmTJjebF5IooS3m-yg,2,2,2011,2014,2012,0.5,5.0,4.0,3,2,2.0,0,76.5
H96tVHJ8XsM7vflB7Dn61Q,1,1,2015,2015,2015,1.0,0.0,5.0,5,0,0.0,0,63
kwrPgo7NXd6jntaaIAzTZw,1,1,2013,2013,2013,1.0,0.0,5.0,5,0,0.0,0,49
g3r7nDr_tU-ndDQ910B-gw,3,3,2015,2015,2015,3.0,0.0,3.66666666667,3,2,2.66666666667,0,25.5
GT97H0rgU9NHtq72QApe_w,1,1,2015,2015,2015,1.0,0.0,5.0,5,0,0.0,0,62
pq72bwwb1Rrmcc-xqQE-Ng,1,1,2012,2012,2012,1.0,0.0,1.0,1,0,0.0,0,288
p9H7tt-Cxi2cr4vne8QyhQ,16,16,2012,2015,2013,4.0,10.0,3.4375,4,4,21.9375,0,77.7966308594
I2YP26GpipCmdIth2f36ZA,3,3,2012,2012,2012,3.0,0.0,4.0,5,3,6.0,0,54.0
ic2sJ6aHE8ymDaJ7o1uTDg,1,1,2013,2013,2013,1.0,0.0,5.0,5,0,0.0,0,89
LKnFMmNkx0fVERvzc_RgAQ,1,1,2014,2014,2014,1.0,0.0,1.0,1,0,0.0,0,37
wGrVl6qGaHQPcY8jhNrI5g,3,3,2015,2015,2015,3.0,0.0,2.0,1,3,6.0,0,61.5
itvca3-XY57uw_-n8uxKeA,1,1,2015,2015,2015,1.0,0.0,2.0,2,0,0.0,0,51
g_SSIbeobKtjsz6zmt4Ssw,1,1,2012,2012,2012,1.0,0.0,1.0,1,0,0.0,0,24
KpWt9K0KkdFqnVR5QZhlUQ,20,20,2011,2015,2014,4.0,29.0,3.95,5,4,52.95,0,130.078443527
YguJyzJZqAowYyTJx7UnYw,1,1,2012,2012,2012,1.0,0.0,5.0,5,0,0.0,0,143
WbmQ-GJc6FfXeXzWr-zo8w,3,3,2008,2008,2008,3.0,0.0,3.33333333333,4,2,2.66666666667,0,151.5
XDTP4ny1M2Or3nV8HHUv2w,1,1,2015,2015,2015,1.0,0.0,4.0,4,0,0.0,0,111
EAimX520HqlYaj2PdvDJDw,1,1,2014,2014,2014,1.0,0.0,5.0,5,0,0.0,0,24
2ci59XIuSWlWzyPm843FJw,8,8,2011,2015,2012,1.6,14.0,5.0,5,0,0.0,0,32.78125
ZS4x2YD5C_kzWjHLILu79A,1,1,2012,2012,2012,1.0,0.0,5.0,5,0,0.0,0,103
-tpnWLAFaSkPzRE-9sK3xA,3,3,2013,2014,2013,1.5,2.0,3.66666666667,2,3,4.66666666667,0,37.25
ox1106QHuUejGcKQb_rVWg,1,1,2015,2015,2015,1.0,0.0,5.0,5,0,0.0,0,95
nHPFI0k_X5OoT5lqVahl9w,1,1,2010,2010,2010,1.0,0.0,5.0,5,0,0.0,0,11
Zgmx3vmFsbpe2NqgNeuuzw,1,1,2015,2015,2015,1.0,0.0,5.0,5,0,0.0,0,225
wgSaEvmO3umhYAOlIP6_cg,1,1,2014,2014,2014,1.0,0.0,5.0,5,0,0.0,0,59
So__rCeFEB2mzREEq-kmLg,4,4,2013,2015,2014,1.33333333333,3.0,4.75,5,1,0.75,0,53.125
4N9u5yx8-ium77lhNfgo0A,1,1,2015,2015,2015,1.0,0.0,4.0,4,0,0.0,0,91
nmcpzRr1BNlktVzmAZEFWg,1,1,2013,2013,2013,1.0,0.0,3.0,3,0,0.0,0,45
Ef3iOfxmwUpLsfczAaYOzA,1,1,2012,2012,2012,1.0,0.0,4.0,4,0,0.0,0,66
Bu2Apmn9Isn0CvQO7K_UOw,1,1,2014,2014,2014,1.0,0.0,2.0,2,0,0.0,0,168
n8weH04jNT6L5W2w145lKg,1,1,2010,2010,2010,1.0,0.0,5.0,5,0,0.0,0,120
MeMYKxFgU_dJaxNsee89yg,3,3,2011,2011,2011,3.0,0.0,4.33333333333,4,1,0.666666666667,0,75.0
ZjTZ6-puMSAuJlFtU4W8Ow,1,1,2014,2014,2014,1.0,0.0,5.0,5,0,0.0,0,12
vryT2Qf0-ug3yR5UYPt7XQ,23,23,2012,2013,2012,11.5,4.0,3.73913043478,4,3,20.4347826087,0,102.311098099
cwo6E875ttsTTr2i6wxdgg,4,4,2015,2015,2015,4.0,0.0,4.75,5,1,0.75,0,78.75
Cu6JMbhFoetuXLR24k7jCg,1,1,2015,2015,2015,1.0,0.0,1.0,1,0,0.0,0,102
L71NWK9Rt6GIpsUn9rPCtQ,27,27,2007,2015,2010,3.0,201.0,4.14814814815,5,4,45.4074074074,0,55.9181914628
g5NiRuvNCTv2U_2x1IHdTA,1,1,2015,2015,2015,1.0,0.0,5.0,5,0,0.0,0,63
Zh6Zr-jAO5KRrG2Aj6FEHQ,1,1,2014,2014,2014,1.0,0.0,1.0,1,0,0.0,0,51
xeWluqiYMfgPkkA65lIDuw,1,1,2014,2014,2014,1.0,0.0,1.0,1,0,0.0,0,212
3yqk5dEH_kmo5RY3xdEE_Q,6,6,2012,2012,2012,6.0,0.0,3.83333333333,4,3,6.83333333333,0,101.8125
1Yhq0SrTzS2J1IBV54mARQ,1,1,2011,2011,2011,1.0,0.0,5.0,5,0,0.0,0,22
c-3GZbCjYeLGX8d3gS_2cw,1,1,2014,2014,2014,1.0,0.0,1.0,1,0,0.0,0,85
P49yeCBnZWsGXb76eymvdA,1,1,2013,2013,2013,1.0,0.0,5.0,5,0,0.0,0,190
UPQhODErmiXI2qRsSKVBNw,1,1,2015,2015,2015,1.0,0.0,5.0,5,0,0.0,0,7
EllJ7fZDtcaUxvfIdGYHCQ,2,2,2012,2013,2012,1.0,1.0,3.5,3,1,0.5,0,15.0
2YMNk_75P1-vmZEuzKhOhg,2,2,2012,2012,2012,2.0,0.0,3.0,1,4,8.0,0,19.5
HwP5GHDOC17OqIrO-dNWAw,2,2,2012,2012,2012,2.0,0.0,3.5,3,1,0.5,0,14.5
EdTr1itfZKXB1DRfCKl0ig,1,1,2009,2009,2009,1.0,0.0,5.0,5,0,0.0,0,160
ubbnMPi2Vh5riRg5Kmi_aQ,2,2,2015,2015,2015,2.0,0.0,5.0,5,0,0.0,0,59.0
YSKTW4yc_0rfbaQ7BU6mgg,5,5,2013,2014,2013,2.5,2.0,4.8,5,1,0.8,0,38.0625
z6f1X6E3QxZwQmMpFgdRSA,5,5,2013,2013,2013,5.0,0.0,3.6,4,4,9.2,0,55.5
TbsTHuhppWcWcRVXZcdWiQ,2,2,2011,2012,2011,1.0,1.0,3.5,3,1,0.5,0,220.0
ZzD6a_zxM5OD6-SZEhXRWg,4,4,2013,2015,2013,1.33333333333,5.0,3.25,4,3,6.75,0,141.25
Sn2hjCJXdcJwpx2SmlyjQQ,1,1,2013,2013,2013,1.0,0.0,1.0,1,0,0.0,0,209
eF3pm8jx6YdBaCprL4TBuA,1,1,2015,2015,2015,1.0,0.0,5.0,5,0,0.0,0,62
B21rWHhUxCEuuIRjSCjmGQ,7,7,2011,2015,2012,1.4,20.0,3.28571428571,1,4,17.4285714286,0,62.015625
YEqxHKTW3VmLf_v_GuNUSg,5,5,2014,2015,2014,2.5,3.0,4.8,5,1,0.8,0,30.875
8v3R5otZVwZxRsnIudmSXQ,3,3,2010,2010,2010,3.0,0.0,3.66666666667,3,2,2.66666666667,0,671.25
eHJCumfEDfLLowB9ohTgdQ,1,1,2015,2015,2015,1.0,0.0,2.0,2,0,0.0,0,245
Zc4vHIkZFLmY5QipZMaGlQ,6,6,2013,2013,2013,6.0,0.0,4.33333333333,5,2,3.33333333333,0,37.15625
Q7K_uJ_8ClhscObeh8OtNQ,1,1,2015,2015,2015,1.0,0.0,5.0,5,0,0.0,0,208
JtCr0Lx8NOKM_HWtZV6Aow,2,2,2015,2015,2015,2.0,0.0,4.5,4,1,0.5,0,70.0
bnbuNIgtRUu6myT1ikazvQ,5,5,2009,2010,2009,2.5,1.0,3.8,4,1,0.8,0,101.5625
vlobgdHwLQyPbW-kofwssQ,3,3,2009,2012,2010,0.75,6.0,3.33333333333,4,2,2.66666666667,0,51.25
g1qNnyGNGlL_4cCAI04XIg,2,2,2013,2014,2013,1.0,1.0,4.0,4,0,0.0,0,50.5
HFuWV9yu0foZ0kw98fqlbw,1,1,2015,2015,2015,1.0,0.0,4.0,4,0,0.0,0,15
tpSeMbP1ON7WZUrnwqdEsA,3,3,2015,2015,2015,3.0,0.0,5.0,5,0,0.0,0,82.0
bhkDuk5yODYLYpmek8k3CQ,11,11,2014,2014,2014,11.0,0.0,3.81818181818,4,3,7.63636363636,0,43.83984375
RtRlMxlYAL3rbtyyO4-5qQ,1,1,2015,2015,2015,1.0,0.0,5.0,5,0,0.0,0,25
Hc0Rd-d8oXsGZoTaPEeSjw,3,3,2015,2015,2015,3.0,0.0,5.0,5,0,0.0,0,69.25
bjjjz7IrQuYL7nkqpa1GBQ,3,3,2012,2015,2014,0.75,6.0,2.66666666667,1,4,8.66666666667,0,215.75
rBEFKTbKBiZ9K6RxTODl9A,13,13,2008,2008,2008,13.0,0.0,3.61538461538,4,4,17.0769230769,0,150.017333984
yweOcvGCPZTcgk1N3MlCLg,1,1,2015,2015,2015,1.0,0.0,1.0,1,0,0.0,0,73
gc7p_hTkAKn3ltyFPJ-YAQ,1,1,2015,2015,2015,1.0,0.0,5.0,5,0,0.0,0,36
uGW6A0UOdX14XoRSqTTN4Q,1,1,2015,2015,2015,1.0,0.0,3.0,3,0,0.0,0,115
MKowENK21NqxUlsIUYsVnA,11,11,2015,2015,2015,11.0,0.0,3.72727272727,5,4,28.1818181818,0,134.692382812
o-tEieIkYnfZeY7h2SRy_w,4,4,2014,2014,2014,4.0,0.0,3.5,4,4,9.0,0,22.125
GwZbCZ8jYuYYFmOSjHSrtQ,2,2,2013,2014,2013,1.0,1.0,1.0,1,0,0.0,0,219.0
Sz1uwnT3pxuEECjEn449BQ,27,27,2010,2013,2011,6.75,26.0,3.37037037037,4,4,46.2962962963,0,104.105163261
icCO7T-O8x8zXeSPJHsfjw,1,1,2013,2013,2013,1.0,0.0,1.0,1,0,0.0,0,76
2VON-01VYaTiuI-ypJiKGw,1,1,2015,2015,2015,1.0,0.0,1.0,1,0,0.0,0,24
HSok9pENfCx78PT0JPHYvg,1,1,2015,2015,2015,1.0,0.0,1.0,1,0,0.0,0,84
qrhKO38GJa9lCuYcdm4T4A,2,2,2014,2014,2014,2.0,0.0,5.0,5,0,0.0,0,171.0
nN52IzKK6wBqghl8LlDaKA,1,1,2005,2005,2005,1.0,0.0,5.0,5,0,0.0,0,122
clhkQX7B5TjjrqSFnDibMw,2,2,2015,2015,2015,2.0,0.0,3.0,1,4,8.0,0,37.0
nkkCD6MOvuzQQ59w9V-FRg,2,2,2015,2015,2015,2.0,0.0,4.0,3,2,2.0,0,80.0
-LAjKogZrIxnnLJBsdvsSA,1,1,2015,2015,2015,1.0,0.0,5.0,5,0,0.0,0,52
dSbVOyb0YBc1N8ndst2hUA,1,1,2011,2011,2011,1.0,0.0,5.0,5,0,0.0,0,54
mL7XztKM3HfACSUapO0UzQ,15,15,2014,2014,2014,15.0,0.0,3.93333333333,5,4,24.9333333333,0,85.0003662109
m6Ebip0JugPPmgBjKIAI9Q,1,1,2015,2015,2015,1.0,0.0,5.0,5,0,0.0,0,77
O3Wa6qi9cnhtihj2GZpD9A,7,7,2013,2014,2013,3.5,4.0,4.0,4,4,12.0,0,21.984375
MGrEFfDGA1w4lQCutH_xjg,1,1,2015,2015,2015,1.0,0.0,5.0,5,0,0.0,0,19
ATLl-WpMoaihdwRWqLXNxA,3,3,2012,2012,2012,3.0,0.0,4.66666666667,5,1,0.666666666667,0,40.25
24iTxf8jbF4ZqCJHDKzRYw,1,1,2014,2014,2014,1.0,0.0,5.0,5,0,0.0,0,27
_2FHjAajhMgk6-fPTY4Vtw,1,1,2015,2015,2015,1.0,0.0,5.0,5,0,0.0,0,222
M-k9zPfNmO2TprC3LbPy3Q,1,1,2015,2015,2015,1.0,0.0,5.0,5,0,0.0,0,41
yl18qKIyPVfycjCtOdaMtA,1,1,2015,2015,2015,1.0,0.0,1.0,1,0,0.0,0,137
HF-tyz6OwAVbM_BPsmTSXw,2,2,2013,2014,2013,1.0,1.0,5.0,5,0,0.0,0,107.5
0S9V6f4hPnSA5GfAWNRtdw,6,6,2014,2015,2014,3.0,1.0,3.0,3,4,10.0,0,87.28125
iQ5VCc346ZOMHRy-_mHVBg,9,9,2008,2013,2009,1.5,28.0,2.77777777778,1,4,25.5555555556,0,142.37890625
ypZuVL3wvH82I8n3mlmunA,3,3,2011,2014,2012,0.75,5.0,1.0,1,0,0.0,0,165.0
nHTGwyR-SrT2GBH4b-pjmg,2,2,2014,2014,2014,2.0,0.0,1.0,1,0,0.0,0,142.0
Ftj1WWfknp5IhEPNjj-Vtg,1,1,2012,2012,2012,1.0,0.0,5.0,5,0,0.0,0,16
zObBht53JD2NUdlACv9yow,1,1,2014,2014,2014,1.0,0.0,5.0,5,0,0.0,0,135
Sz8GR1kOB0vmYVIuYaWFvw,1,1,2011,2011,2011,1.0,0.0,5.0,5,0,0.0,0,36
3ZTYk3eMDaaASLV9Ku9hRQ,1,1,2012,2012,2012,1.0,0.0,5.0,5,0,0.0,0,77
w43aHKuVbscKHKsaW5Z-MQ,1,1,2014,2014,2014,1.0,0.0,3.0,3,0,0.0,0,35
DZuxOhvX_KIivwxqeLUsOw,3,3,2014,2014,2014,3.0,0.0,4.33333333333,5,2,2.66666666667,0,50.75
8KBmUXP4gUoGPxNKnHLpjw,62,62,2011,2015,2013,12.4,120.0,4.03225806452,5,4,89.935483871,0,59.3391794132
mnF7X0LQO6XJ35yZm8Z0Lw,1,1,2015,2015,2015,1.0,0.0,5.0,5,0,0.0,0,67
JvoU2TiSt-X5ECtSgK0k6Q,8,8,2013,2015,2014,2.66666666667,8.0,4.75,5,1,1.5,0,78.328125
ObXmnIKK9vxberypxuh4vQ,4,4,2015,2015,2015,4.0,0.0,2.5,1,3,9.0,0,36.875
SFXOsihVUxkbOhtUcsIHQQ,1,1,2009,2009,2009,1.0,0.0,3.0,3,0,0.0,0,105
4JaS8Kemp9NvmWa3KEvJfg,2,2,2014,2014,2014,2.0,0.0,2.5,2,1,0.5,0,98.0
MGUWXtpVqOJUcZwrE9SqrA,1,1,2014,2014,2014,1.0,0.0,4.0,4,0,0.0,0,113
gT3y9O7yoosJBM-gdK9-JQ,2,2,2015,2015,2015,2.0,0.0,5.0,5,0,0.0,0,190.5
-w1t78z-pd2vVg7VZL-_Ow,1,1,2015,2015,2015,1.0,0.0,1.0,1,0,0.0,0,38
Zlfj4k0LrGgPJjFFuY98Hw,3,3,2011,2013,2012,1.0,3.0,4.0,4,0,0.0,0,34.5
010srZoYC_D87DmamBYQpw,3,3,2011,2015,2013,0.6,8.0,3.66666666667,5,4,10.6666666667,0,211.75
