label,user_id,since,elite,friends,fans,rating,compli_type,compli_num,vote_type,vote_num,num_review,num_reviewed_business,date_first,date_last,date_avg,num_avg_review,var_review_date,avg_review_star,frequent_star,range_star,var_star,avg_star_subtract_busi_star,avg_words_of_review,cc_size,cc_avg_star,cc_var_star,cc_avg_date,cc_avg_elite
1,wHB52b5eg8WKFIleT61BuA,2007,0,17,0,4.23,2,3,3,49,10,10,2008,2013,2008,1.66666666667,28.0,4.9,5,1,0.9,0,75.060546875,1,4.5,0,2012,0
1,7WIOdwzL2Yo6oLRBTh7MLg,2007,0,4,1,3.65,5,13,3,213,4,4,2007,2008,2007,2.0,1.0,3.5,2,3,9.0,0,138.5,1,4.5,0,2012,0
0,YTw0hz4Y9z29xtd4axMcNQ,2009,0,43,4,3.39,2,3,3,81,21,21,2009,2012,2010,5.25,28.0,3.28571428571,4,4,20.2857142857,0,100.696066856,1,4.5,0,2012,0
1,7otjzoxDfMiekGrpuW8iPQ,2011,0,2,0,4.25,0,0,3,12,1,1,2013,2013,2013,1.0,0.0,4.0,4,0,0.0,0,116,1,4.5,0,2012,0
1,sHQwGd4vLjvld0OQ5Dvv9g,2015,0,1,0,5.0,0,0,3,1,1,1,2015,2015,2015,1.0,0.0,5.0,5,0,0.0,0,37,1,4.5,0,2012,0
0,Gpw-9DvLekQgKqaVw6ttYg,2012,0,2,1,3.16,5,7,3,158,5,5,2012,2014,2013,1.66666666667,3.0,4.0,5,4,12.0,0,205.75,1,4.5,0,2012,0
1,05gEHmk3XZy4F48xu71D_w,2011,0,0,0,3.8,0,0,3,27,2,2,2014,2014,2014,2.0,0.0,2.5,1,3,4.5,0,258.0,1,4.5,0,2012,0
1,yDRaKzNCQs534yOK2lo0fA,2015,0,0,0,3.33,0,0,3,4,2,2,2015,2015,2015,2.0,0.0,3.5,2,3,4.5,0,35.0,1,4.5,0,2012,0
1,qLlyx-_dWc662ghA6llGMA,2012,0,2,1,3.51,6,11,3,67,1,1,2014,2014,2014,1.0,0.0,3.0,3,0,0.0,0,38,1,4.5,0,2012,0
1,a9m5HPodNsrUjvvx1xXVRQ,2011,0,1,0,4.0,0,0,3,0,1,1,2015,2015,2015,1.0,0.0,4.0,4,0,0.0,0,28,1,4.5,0,2012,0
1,A-AGrB06MCyB7qBv00OMrw,2014,0,0,0,5.0,0,0,3,0,1,1,2015,2015,2015,1.0,0.0,5.0,5,0,0.0,0,38,1,4.5,0,2012,0
1,rhTjCpvJkD4VS3VymCQEIw,2014,0,0,0,4.0,0,0,3,0,2,2,2015,2015,2015,2.0,0.0,4.0,4,0,0.0,0,85.0,1,4.5,0,2012,0
1,J4SRgHqZb8ZrjYyplF76nw,2011,0,62,0,5.0,3,5,3,2,2,2,2015,2015,2015,2.0,0.0,5.0,5,0,0.0,0,22.0,1,4.5,0,2012,0
1,Vvue-MQU8Nbv-8wLtwXzCA,2011,0,0,0,1.5,0,0,3,1,1,1,2015,2015,2015,1.0,0.0,2.0,2,0,0.0,0,143,1,4.5,0,2012,0
1,lavllgTOG1BcW_JrT7Gm0w,2005,0,14,2,3.63,7,25,3,81,7,7,2006,2006,2006,7.0,0.0,3.14285714286,3,4,10.8571428571,0,137.15625,1,4.5,0,2012,0
1,5mYlHeh7jCXH_B5xB7f-AQ,2013,0,0,0,5.0,0,0,3,5,7,7,2014,2015,2014,3.5,6.0,5.0,5,0,0.0,0,26.390625,1,4.5,0,2012,0
1,PYBHMq76IMJ_DRqw7er_6w,2015,0,0,1,4.0,0,0,3,3,12,12,2015,2015,2015,12.0,0.0,4.0,4,3,10.0,0,94.6845703125,1,4.5,0,2012,0
1,sY3vAX43yUeZVk4d99cjYQ,2008,0,58,3,4.36,5,12,3,113,1,1,2011,2011,2011,1.0,0.0,5.0,5,0,0.0,0,230,1,4.5,0,2012,0
1,wE36iYIeovzZCG75Wk1Kug,2014,0,0,0,3.5,0,0,3,23,3,3,2014,2014,2014,3.0,0.0,2.33333333333,1,4,10.6666666667,0,149.0,1,4.5,0,2012,0
1,mlN-spTzIsBHAh8OCWiv9Q,2011,0,2,0,3.63,2,3,3,43,16,16,2011,2014,2013,4.0,13.0,3.5625,5,4,45.9375,0,136.860107422,1,4.5,0,2012,0
1,LLZnZ_TOKpZNs7ZDkeWWLg,2010,0,2,1,4.35,5,7,3,105,1,1,2013,2013,2013,1.0,0.0,2.0,2,0,0.0,0,301,1,4.5,0,2012,0
1,6em4F7rDP7inC44HBZAQ3g,2011,0,5,0,5.0,0,0,3,0,1,1,2014,2014,2014,1.0,0.0,5.0,5,0,0.0,0,90,1,4.5,0,2012,0
1,WKKF2BFwfD45iQyHc5zAbg,2010,0,0,0,3.79,0,0,3,43,2,2,2010,2010,2010,2.0,0.0,4.0,4,0,0.0,0,49.0,1,4.5,0,2012,0
1,5Z6fEWQsZhE5VL3kBPO5Bg,2010,0,18,1,4.07,2,4,3,173,1,1,2010,2010,2010,1.0,0.0,5.0,5,0,0.0,0,97,1,4.5,0,2012,0
1,DiY9pvQpXeFtRtPt6LjvHQ,2012,0,0,0,4.5,0,0,3,1,1,1,2012,2012,2012,1.0,0.0,5.0,5,0,0.0,0,82,1,4.5,0,2012,0
1,G0_L_rDgmYyLH2RHbgusFw,2009,0,0,0,3.53,1,2,3,73,5,5,2012,2014,2013,1.66666666667,2.0,3.8,5,4,12.8,0,137.6875,1,4.5,0,2012,0
1,e13DDDZe4S_QSX5QJciUlw,2011,0,0,0,3.8,0,0,3,1,1,1,2014,2014,2014,1.0,0.0,2.0,2,0,0.0,0,77,1,4.5,0,2012,0
1,LJSh-1PA-9r4tDak6ccEiw,2009,0,0,0,1.0,0,0,3,2,1,1,2013,2013,2013,1.0,0.0,1.0,1,0,0.0,0,147,1,4.5,0,2012,0
1,J2wrbrBws6WiePLEUeX3gA,2015,0,0,0,1.0,0,0,3,0,1,1,2015,2015,2015,1.0,0.0,1.0,1,0,0.0,0,232,1,4.5,0,2012,0
1,izFwxHqAMRBqDkoyDlJDWg,2008,0,0,0,4.61,0,0,3,14,1,1,2010,2010,2010,1.0,0.0,4.0,4,0,0.0,0,18,1,4.5,0,2012,0
1,KK-Na2QbI7d1oYgkXV2BcA,2008,0,1,1,5.0,0,0,3,1,1,1,2015,2015,2015,1.0,0.0,5.0,5,0,0.0,0,71,1,4.5,0,2012,0
1,06kadzVdjfQpr3UoqBvjrw,2012,0,1,0,1.0,0,0,3,0,1,1,2015,2015,2015,1.0,0.0,1.0,1,0,0.0,0,166,1,4.5,0,2012,0
1,3d2VY6HzbBEcgwq65GfcdQ,2010,0,1,1,3.31,4,6,3,50,1,1,2010,2010,2010,1.0,0.0,4.0,4,0,0.0,0,55,1,4.5,0,2012,0
1,Tl5Azq4MMZSFLbN21NIjEQ,2014,0,0,0,3.6,0,0,3,3,1,1,2015,2015,2015,1.0,0.0,5.0,5,0,0.0,0,23,1,4.5,0,2012,0
1,JSgBNQwqyPURBjlpSlxo6g,2013,0,0,0,1.0,0,0,3,9,1,1,2013,2013,2013,1.0,0.0,1.0,1,0,0.0,0,163,1,4.5,0,2012,0
1,oXuY865XGZMpmBtIrjxYyA,2007,2,2,6,4.36,5,30,3,388,6,6,2008,2014,2009,0.857142857143,26.0,4.5,4,1,1.5,0,349.84375,1,4.5,0,2012,0
0,fngq43JsEm0Gzh6_JPB6LA,2014,0,0,0,2.67,0,0,3,7,3,3,2014,2015,2014,1.5,2.0,2.66666666667,1,4,8.66666666667,0,79.0,1,4.5,0,2012,0
1,_Af3aw2kSAa5wVjNuevszA,2014,0,0,0,3.76,0,0,3,10,13,13,2014,2015,2014,6.5,5.0,3.69230769231,4,4,24.7692307692,0,77.4619140625,1,4.5,0,2012,0
1,4-rGhmTJjebF5IooS3m-yg,2010,0,4,7,4.06,1,1,3,67,2,2,2011,2014,2012,0.5,5.0,4.0,3,2,2.0,0,76.5,1,4.5,0,2012,0
0,H96tVHJ8XsM7vflB7Dn61Q,2015,0,0,0,5.0,0,0,3,0,1,1,2015,2015,2015,1.0,0.0,5.0,5,0,0.0,0,63,1,4.5,0,2012,0
1,kwrPgo7NXd6jntaaIAzTZw,2009,0,9,1,4.83,1,1,3,5,1,1,2013,2013,2013,1.0,0.0,5.0,5,0,0.0,0,49,1,4.5,0,2012,0
1,g3r7nDr_tU-ndDQ910B-gw,2014,0,0,0,4.27,3,4,3,11,3,3,2015,2015,2015,3.0,0.0,3.66666666667,3,2,2.66666666667,0,25.5,1,4.5,0,2012,0
1,GQIpElUvCv2j1Mgtmjz5kA,2010,4,31,11,3.26,7,146,3,526,1,1,2011,2011,2011,1.0,0.0,3.0,3,0,0.0,0,91,1,4.5,0,2012,0
1,pq72bwwb1Rrmcc-xqQE-Ng,2010,0,0,0,3.0,0,0,3,3,1,1,2012,2012,2012,1.0,0.0,1.0,1,0,0.0,0,288,1,4.5,0,2012,0
1,p9H7tt-Cxi2cr4vne8QyhQ,2012,0,3,0,3.47,2,2,3,43,16,16,2012,2015,2013,4.0,10.0,3.4375,4,4,21.9375,0,77.7966308594,1,4.5,0,2012,0
1,YH9yuLo97NrKt6cosmtV4g,2012,0,0,0,1.0,0,0,3,3,1,1,2013,2013,2013,1.0,0.0,1.0,1,0,0.0,0,79,1,4.5,0,2012,0
1,ic2sJ6aHE8ymDaJ7o1uTDg,2010,0,0,0,5.0,0,0,3,6,1,1,2013,2013,2013,1.0,0.0,5.0,5,0,0.0,0,89,1,4.5,0,2012,0
1,LKnFMmNkx0fVERvzc_RgAQ,2010,0,8,0,3.27,1,1,3,9,1,1,2014,2014,2014,1.0,0.0,1.0,1,0,0.0,0,37,1,4.5,0,2012,0
1,ihWAE8PuGaIWqkmkG6PZ1Q,2010,0,0,0,3.76,0,0,3,11,7,7,2012,2015,2014,1.75,8.0,3.71428571429,4,3,9.42857142857,0,70.96875,1,4.5,0,2012,0
1,wGrVl6qGaHQPcY8jhNrI5g,2015,0,0,1,2.4,1,1,3,11,3,3,2015,2015,2015,3.0,0.0,2.0,1,3,6.0,0,61.5,1,4.5,0,2012,0
1,itvca3-XY57uw_-n8uxKeA,2011,0,1,0,2.0,0,0,3,1,1,1,2015,2015,2015,1.0,0.0,2.0,2,0,0.0,0,51,1,4.5,0,2012,0
1,g_SSIbeobKtjsz6zmt4Ssw,2012,0,0,0,1.0,0,0,3,3,1,1,2012,2012,2012,1.0,0.0,1.0,1,0,0.0,0,24,1,4.5,0,2012,0
0,KpWt9K0KkdFqnVR5QZhlUQ,2011,2,67,16,4.32,7,37,3,583,20,20,2011,2015,2014,4.0,29.0,3.95,5,4,52.95,0,130.078443527,1,4.5,0,2012,0
1,YguJyzJZqAowYyTJx7UnYw,2009,5,25,14,3.97,11,150,3,995,1,1,2012,2012,2012,1.0,0.0,5.0,5,0,0.0,0,143,1,4.5,0,2012,0
1,ewS_WYnYfCkjajtoCAmJ6w,2014,0,0,0,4.0,0,0,3,11,3,3,2015,2015,2015,3.0,0.0,3.33333333333,1,4,8.66666666667,0,71.0,1,4.5,0,2012,0
1,XDTP4ny1M2Or3nV8HHUv2w,2012,0,0,0,3.92,0,0,3,11,1,1,2015,2015,2015,1.0,0.0,4.0,4,0,0.0,0,111,1,4.5,0,2012,0
1,XWRfTljCBYtOyPfls3xATg,2014,0,0,1,3.93,0,0,3,6,12,12,2015,2015,2015,12.0,0.0,4.0,3,2,8.0,0,46.2817382812,1,4.5,0,2012,0
1,2ci59XIuSWlWzyPm843FJw,2011,0,12,0,4.75,0,0,3,15,8,8,2011,2015,2012,1.6,14.0,5.0,5,0,0.0,0,32.78125,1,4.5,0,2012,0
1,ZS4x2YD5C_kzWjHLILu79A,2011,2,25,9,4.48,6,20,3,431,1,1,2012,2012,2012,1.0,0.0,5.0,5,0,0.0,0,103,1,4.5,0,2012,0
1,-tpnWLAFaSkPzRE-9sK3xA,2013,0,0,0,3.75,0,0,3,5,3,3,2013,2014,2013,1.5,2.0,3.66666666667,2,3,4.66666666667,0,37.25,1,4.5,0,2012,0
0,ox1106QHuUejGcKQb_rVWg,2012,1,11,3,4.16,6,28,3,191,1,1,2015,2015,2015,1.0,0.0,5.0,5,0,0.0,0,95,1,4.5,0,2012,0
1,nHPFI0k_X5OoT5lqVahl9w,2007,0,0,2,4.5,4,6,3,161,1,1,2010,2010,2010,1.0,0.0,5.0,5,0,0.0,0,11,1,4.5,0,2012,0
1,Zgmx3vmFsbpe2NqgNeuuzw,2012,0,0,0,5.0,0,0,3,1,1,1,2015,2015,2015,1.0,0.0,5.0,5,0,0.0,0,225,1,4.5,0,2012,0
0,bBJPLo5yhjftz6SVB4wfOA,2011,0,9,4,2.86,6,7,3,95,3,3,2011,2014,2012,0.75,6.0,3.66666666667,2,3,4.66666666667,0,78.75,1,4.5,0,2012,0
1,zwDIIJa1mUwQGD2lYdNP9A,2008,3,4,2,3.98,6,25,3,352,2,2,2009,2009,2009,2.0,0.0,1.5,1,1,0.5,0,98.5,1,4.5,0,2012,0
1,nmcpzRr1BNlktVzmAZEFWg,2012,0,10,0,3.8,0,0,3,1,1,1,2013,2013,2013,1.0,0.0,3.0,3,0,0.0,0,45,1,4.5,0,2012,0
1,Ef3iOfxmwUpLsfczAaYOzA,2011,0,0,0,3.57,4,4,3,22,1,1,2012,2012,2012,1.0,0.0,4.0,4,0,0.0,0,66,1,4.5,0,2012,0
1,PTiIafoLdRFjNCcOkYgbLA,2014,0,9,0,4.5,0,0,3,0,1,1,2015,2015,2015,1.0,0.0,5.0,5,0,0.0,0,38,1,4.5,0,2012,0
1,n8weH04jNT6L5W2w145lKg,2010,0,5,0,5.0,0,0,3,5,1,1,2010,2010,2010,1.0,0.0,5.0,5,0,0.0,0,120,1,4.5,0,2012,0
1,kGm5BBCp2Q2s8f8tgD1zUQ,2009,0,3,1,3.37,1,1,3,22,2,2,2011,2011,2011,2.0,0.0,3.0,1,4,8.0,0,37.0,1,4.5,0,2012,0
1,ZjTZ6-puMSAuJlFtU4W8Ow,2014,0,0,0,3.0,0,0,3,8,1,1,2014,2014,2014,1.0,0.0,5.0,5,0,0.0,0,12,1,4.5,0,2012,0
1,vryT2Qf0-ug3yR5UYPt7XQ,2012,1,14,1,3.59,6,26,3,52,23,23,2012,2013,2012,11.5,4.0,3.73913043478,4,3,20.4347826087,0,102.311098099,1,4.5,0,2012,0
0,cwo6E875ttsTTr2i6wxdgg,2012,0,4,0,4.26,1,2,3,9,4,4,2015,2015,2015,4.0,0.0,4.75,5,1,0.75,0,78.75,1,4.5,0,2012,0
1,Cu6JMbhFoetuXLR24k7jCg,2014,0,0,0,1.0,0,0,3,3,1,1,2015,2015,2015,1.0,0.0,1.0,1,0,0.0,0,102,1,4.5,0,2012,0
